rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_parm_prov,koi_count,koi_tce_delivname,koi_datalink_dvr,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
2347,6975615,K01698.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,2.065351521,8.985e-06,-8.985e-06,133.15601,0.00315,-0.00315,2454966.156,0.00315,-0.00315,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006975/006975615/dv/kplr006975615-20160209194854_dvr.pdf,298.49808,42.466412,14.788,15.483,14.775,14.49,14.371,13.348,12.884,12.82
2348,7137725,K01699.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,1,q1_q17_dr25_sup_koi,2.253551793,8.201e-06,-8.201e-06,132.4798,0.00351,-0.00351,2454965.48,0.00351,-0.00351,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007137/007137725/dv/kplr007137725-20160209194854_dvr.pdf,297.12173,42.673321,13.121,13.443,13.063,12.983,12.992,12.071,11.862,11.816
2349,7220429,K01700.01,Kepler-931 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,8.03753796,2.269e-05,-2.269e-05,139.3582,0.00237,-0.00237,2454972.358,0.00237,-0.00237,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007220/007220429/dv/kplr007220429-20160209194854_dvr.pdf,297.13263,42.76825,14.471,15.252,14.408,14.136,13.958,12.927,12.427,12.38
2350,7222086,K01701.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,2.43902575,5.941e-06,-5.941e-06,133.58474,0.00206,-0.00206,2454966.585,0.00206,-0.00206,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007222/007222086/dv/kplr007222086-20160209194854_dvr.pdf,297.51907,42.777061,11.041,11.177,10.996,11.047,11.077,10.365,10.29,10.223
2351,7304449,K01702.01,Kepler-1650 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,1.538180949,1.615e-06,-1.615e-06,131.822823,0.000896,-0.000896,2454964.823,0.000896,-0.000896,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007304/007304449/dv/kplr007304449-20160209194854_dvr.pdf,297.72925,42.86692,15.722,17.55,16.157,14.939,14.344,12.99,12.438,12.199
2352,7380829,K01703.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,3.17463577,1.303e-05,-1.303e-05,132.24293,0.00336,-0.00336,2454965.243,0.00336,-0.00336,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007380/007380829/dv/kplr007380829-20160209194854_dvr.pdf,296.74991,42.952358,14.934,15.449,14.914,14.714,14.639,13.763,13.418,13.324
2353,7386827,K01704.01,Kepler-1765 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,10.4188915,2.388e-05,-2.388e-05,137.74971,0.00193,-0.00193,2454970.75,0.00193,-0.00193,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007386/007386827/dv/kplr007386827-20160209194854_dvr.pdf,298.01443,42.957458,14.86,15.452,14.795,14.606,14.502,13.495,13.176,13.127
2354,7522911,K01705.01,Kepler-1670 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,20.4998763,0.0001716,-0.0001716,131.82068,0.00664,-0.00664,2454964.821,0.00664,-0.00664,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007522/007522911/dv/kplr007522911-20160209194854_dvr.pdf,290.32651,43.12183,15.442,15.869,15.386,15.259,15.204,14.365,13.946,14.019
2355,7626370,K01706.01,Kepler-932 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,1.921437488,2.196e-06,-2.196e-06,131.806204,0.000961,-0.000961,2454964.806,0.000961,-0.000961,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007626/007626370/dv/kplr007626370-20160209194854_dvr.pdf,296.95206,43.271969,14.131,14.823,14.076,13.835,13.687,12.732,12.271,12.21
2356,7703955,K01707.01,Kepler-315 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,96.109323,0.002032,-0.002032,187.699,0.0101,-0.0101,2455020.699,0.0101,-0.0101,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,007/007703/007703955/dv/kplr007703955-20160209194854_dvr.pdf,298.0231,43.363522,15.321,15.883,15.278,15.079,14.936,13.982,13.622,13.581
2357,7703955,K01707.02,Kepler-315 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,265.47847,0.005202,-0.005202,151.0673,0.01,-0.01,2454984.067,0.01,-0.01,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,007/007703/007703955/dv/kplr007703955-20160209194854_dvr.pdf,298.0231,43.363522,15.321,15.883,15.278,15.079,14.936,13.982,13.622,13.581
2358,7750419,K01708.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,32.7737631,0.0001788,-0.0001788,151.44352,0.00463,-0.00463,2454984.444,0.00463,-0.00463,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007750/007750419/dv/kplr007750419-20160209194854_dvr.pdf,290.88232,43.47176,14.758,15.246,14.704,14.549,14.473,13.591,13.273,13.227
2359,7768952,K01709.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,22.4685309,0.0001062,-0.0001062,148.4968,0.0038,-0.0038,2454981.497,0.0038,-0.0038,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007768/007768952/dv/kplr007768952-20160209194854_dvr.pdf,296.80951,43.450851,13.301,13.968,13.261,13.016,12.863,11.891,11.429,11.384
